Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000010873198_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.010873,2000.011143,inf,0,7,2343.0,0.030655015222981186,0.030655015222981186,2.396369,inf,22,22
2000021745208_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.021745,2000.043557,inf,1,7,2327.5,"0.04247567084482785,0.030655015222981186",0.036565,2.396369,inf,22,22
2000032615008_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.032615,2000.043557,inf,1,7,2327.5,"0.04247567084482785,0.030655015222981186",0.036565,2.396369,inf,22,22
2000043487006_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.043487,2000.047504,inf,2,7,2343.0,"0.04247567084482785,0.04247567084482785,0.030655015222981186",0.038535,2.396369,inf,22,22
2000054351696_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.054352,2000.056153,inf,2,7,2343.0,"0.04247567084482785,0.04247567084482785,0.030655015222981186",0.038535,2.396369,inf,22,22
2000065222689_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.065223,2000.067233,inf,3,7,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.030655015222981186",0.039521,2.396369,inf,22,22
2000076089067_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.076089,2000.077065,inf,3,7,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.030655015222981186",0.039521,2.396369,inf,22,22
2000086963325_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.086963,2000.087313,0.119739,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000097830966_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.097831,2000.09919,0.108871,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000108698969_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.108699,2000.108969,0.099953,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000119572045_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.119572,2000.119762,0.08908,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000130437736_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.130438,2000.130728,0.080284,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.05129047425784217",0.044679,3.320415,4.009487,22,22
2000141307860_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.141308,2000.141398,0.069414,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.05129047425784217",0.044679,3.320415,4.009487,22,22
2000152176901_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.152177,2000.152287,0.060675,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000163049447_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.163049,2000.163339,0.049803,4,1,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000173915743_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.173916,2000.174186,0.041026,4,3,2343.0,"0.06792251393773163,0.04247567084482785,0.04247567084482785,0.05129047425784217",0.051041,3.320415,4.009487,22,22
2000184781832_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.184782,2000.184932,0.03016,4,0,2343.0,"0.06792251393773163,0.04247567084482785,0.04247567084482785,0.05129047425784217",0.051041,3.320415,4.009487,22,22
2000195648911_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.195649,2000.195879,0.020603,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000206515473_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.206515,2000.206565,0.018091,4,5,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,1.658241,3.320415,22,22
2000217382593_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.217383,2000.228601,0.019018,4,0,2327.5,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000228251141_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.228251,2000.228601,0.00815,4,0,2327.5,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000239115726_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.239116,2000.239306,0.00463,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000249981163_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.249981,2000.250071,0.00459,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000260848197_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.260848,2000.260918,0.00447,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000271720147_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.27172,2000.27177,0.00467,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000282589130_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.282589,2000.282919,0.00495,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000293461590_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.293462,2000.293632,0.00499,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000304327822_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.304328,2000.304518,0.00477,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000315192594_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.315193,2000.315263,0.00457,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000326057573_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.326058,2000.326328,0.00481,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000336925711_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.336926,2000.337256,0.00491,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
2000347800190_Node0_Node4_Zero,"[0, 1, 2, 3, 4]",2000.3478,2000.34809,0.00515,4,0,2343.0,"0.04247567084482785,0.04247567084482785,0.04247567084482785,0.04247567084482785",0.042476,3.320415,3.320415,22,22
